suburb,address,rooms,price,agent_seller,date,distance,postcode,bathroom,carspots,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,method,type
Carnegie,5/66 Woornack Rd,1,363000.0,hockingstuart,2016-06-04,11.4,3163,1,1,0.0,126.0,1950,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,4/12 Judith St,2,360000.0,Gary,2016-08-06,11.4,3163,1,1,0.0,70.0,1970,Glen Eira,-37.9032,145.0555,Southern Metropolitan,7822,vendor bid,"unit, duplex"
Carnegie,68 Miller St,2,967500.0,hockingstuart,2016-08-06,11.4,3163,1,2,299.0,115.0,1930,Glen Eira,-37.8973,145.053,Southern Metropolitan,7822,property sold,house
Carnegie,254 Neerim Rd,2,1350000.0,Gary,2016-08-06,11.4,3163,2,2,265.0,126.0,1920,Glen Eira,-37.8881,145.0537,Southern Metropolitan,7822,vendor bid,house
Carnegie,4/76 Railway Rd,2,516000.0,hockingstuart,2016-08-06,11.4,3163,1,1,0.0,126.0,1950,Glen Eira,-37.889,145.0533,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,1/78 Railway Rd,1,330000.0,hockingstuart,2016-08-06,11.4,3163,1,1,0.0,33.0,1970,Glen Eira,-37.8888,145.0533,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,1 Frogmore Rd,3,1600000.0,Woodards,2016-05-07,11.4,3163,2,2,751.0,40.0,1923,Glen Eira,-37.8945,145.0648,Southern Metropolitan,7822,property sold,house
Carnegie,63 Oakleigh Rd,3,1170000.0,hockingstuart,2016-05-07,11.4,3163,1,2,461.0,126.0,1950,Glen Eira,-37.8988,145.0516,Southern Metropolitan,7822,property sold,house
Carnegie,10/68 Woornack Rd,1,260000.0,Gary,2016-05-07,11.4,3163,1,1,0.0,126.0,1968,Glen Eira,-37.8983,145.0627,Southern Metropolitan,7822,vendor bid,"unit, duplex"
Carnegie,78b Miller St,3,1008000.0,Woodards,2016-11-07,11.4,3163,2,1,300.0,130.0,1990,Glen Eira,-37.8974,145.0539,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,4/62 Moonya Rd,2,625000.0,Woodards,2016-11-07,11.4,3163,1,1,78.0,126.0,1950,Glen Eira,-37.8967,145.0627,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,12/250 Neerim Rd,2,700000.0,Gary,2016-11-07,11.4,3163,2,1,106.0,126.0,1950,Glen Eira,-37.8881,145.0535,Southern Metropolitan,7822,property sold prior,townhouse
Carnegie,3/35 Moonya Rd,2,545000.0,Ray,2016-09-10,11.4,3163,1,1,109.0,126.0,1950,Glen Eira,-37.8971,145.0597,Southern Metropolitan,7822,property passed in,"unit, duplex"
Carnegie,1/38 Neville St,3,1170000.0,Woodards,2016-09-10,11.4,3163,1,2,0.0,170.0,1925,Glen Eira,-37.8977,145.0493,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,4 Vine Gr,4,1830000.0,Gary,2016-09-10,11.4,3163,2,2,687.0,237.0,1983,Glen Eira,-37.8931,145.0479,Southern Metropolitan,7822,property sold,house
Carnegie,12/66 Woornack Rd,1,250000.0,hockingstuart,2016-09-10,11.4,3163,1,1,0.0,34.0,1960,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822,property passed in,"unit, duplex"
Carnegie,2/33 Oakleigh Rd,2,930000.0,hockingstuart,2016-12-10,11.4,3163,2,1,166.0,170.0,2009,Glen Eira,-37.8982,145.0488,Southern Metropolitan,7822,property sold,townhouse
Carnegie,2/22 Kokaribb Rd,2,465000.0,Ray,2017-02-11,11.4,3163,1,1,0.0,56.0,1970,Glen Eira,-37.8881,145.0558,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,14 Emily St,3,1646000.0,Ray,2017-03-11,11.4,3163,2,2,721.0,126.0,1950,Glen Eira,-37.8909,145.0648,Southern Metropolitan,7822,property sold,house
Carnegie,19/225 Koornang Rd,2,460000.0,Ray,2016-06-12,11.4,3163,1,1,0.0,126.0,1950,Glen Eira,-37.8936,145.056,Southern Metropolitan,7822,vendor bid,"unit, duplex"
Carnegie,90 Truganini Rd,4,1550000.0,hockingstuart,2016-11-12,11.4,3163,2,2,757.0,133.0,1930,Glen Eira,-37.8925,145.0541,Southern Metropolitan,7822,vendor bid,house
Carnegie,2/25 El Nido Gr,2,707000.0,Ray,2016-08-13,11.4,3163,1,1,144.0,96.0,2000,Glen Eira,-37.892,145.0482,Southern Metropolitan,7822,sold after auction,townhouse
Carnegie,4/299 Koornang Rd,2,804000.0,hockingstuart,2016-08-13,11.4,3163,2,1,0.0,86.0,1993,Glen Eira,-37.9,145.0548,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,52 Emily St,3,1200000.0,Woodards,2016-05-14,11.4,3163,2,1,588.0,126.0,1950,Glen Eira,-37.8937,145.0648,Southern Metropolitan,7822,property sold,house
Carnegie,6 Longstaff St,4,1501000.0,Gary,2016-05-14,11.4,3163,2,1,598.0,201.0,1970,Glen Eira,-37.9037,145.0588,Southern Metropolitan,7822,property sold,house
Carnegie,215 Neerim Rd,3,950000.0,Gary,2016-05-14,11.4,3163,1,1,586.0,126.0,1950,Glen Eira,-37.88800000000001,145.0505,Southern Metropolitan,7822,vendor bid,house
Carnegie,1/108 Truganini Rd,3,970000.0,Marshall,2016-05-14,11.4,3163,2,2,325.0,223.0,2005,Glen Eira,-37.8933,145.0546,Southern Metropolitan,7822,property passed in,townhouse
Carnegie,8/48 Moonya Rd,1,345000.0,Thomson,2016-10-15,11.4,3163,1,1,0.0,126.0,1950,Glen Eira,-37.8968,145.0609,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,25 Arawatta St,2,817500.0,Jellis,2016-04-16,11.4,3163,1,1,211.0,102.0,2002,Glen Eira,-37.8856,145.0599,Southern Metropolitan,7822,property sold,house
Carnegie,48 Lyons St,4,1450000.0,Ray,2016-04-16,11.4,3163,2,2,557.0,200.0,1938,Glen Eira,-37.8955,145.0515,Southern Metropolitan,7822,property passed in,house
Carnegie,51 Mimosa Rd,3,1000000.0,Ray,2016-04-16,11.4,3163,2,1,390.0,126.0,1950,Glen Eira,-37.8905,145.0518,Southern Metropolitan,7822,property passed in,house
Carnegie,2/79 Mimosa Rd,2,855000.0,Gary,2016-04-16,11.4,3163,1,1,158.0,106.0,1994,Glen Eira,-37.8886,145.05200000000005,Southern Metropolitan,7822,property sold,townhouse
Carnegie,2/61 Moonya Rd,2,675000.0,Gary,2016-04-16,11.4,3163,1,1,0.0,90.0,1968,Glen Eira,-37.8973,145.0625,Southern Metropolitan,7822,property sold,house
Carnegie,4/39 Kokaribb Rd,2,588000.0,Woodards,2016-07-16,11.4,3163,1,1,133.0,71.0,2011,Glen Eira,-37.89,145.0559,Southern Metropolitan,7822,property sold prior,"unit, duplex"
Carnegie,1/60 Mimosa Rd,2,455000.0,Woodards,2016-07-16,11.4,3163,1,1,0.0,73.0,1970,Glen Eira,-37.8897,145.0524,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,9/314 Neerim Rd,3,602500.0,Thomson,2016-07-16,11.4,3163,1,2,0.0,126.0,1950,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,10/81 Koornang Rd,2,662000.0,Ray,2016-09-17,11.4,3163,2,1,0.0,126.0,1950,Glen Eira,-37.8873,145.0572,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,33 McLaurin Rd,3,1420000.0,hockingstuart,2016-09-17,11.4,3163,2,2,554.0,126.0,1950,Glen Eira,-37.8934,145.0599,Southern Metropolitan,7822,property sold,house
Carnegie,2/59 Moonya Rd,3,920000.0,Woodards,2016-09-17,11.4,3163,2,1,283.0,250.0,2005,Glen Eira,-37.8974,145.0622,Southern Metropolitan,7822,property sold prior,"unit, duplex"
Carnegie,35 Hunter St,3,1287000.0,Ray,2017-03-18,11.4,3163,1,1,620.0,126.0,1950,Glen Eira,-37.9031,145.0578,Southern Metropolitan,7822,property sold,house
Carnegie,1/12 Kokaribb Rd,2,656000.0,Property,2016-06-18,11.4,3163,1,1,103.0,82.0,1970,Glen Eira,-37.8873,145.0559,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,2 Kokaribb Rd,2,930000.0,hockingstuart,2016-06-18,11.4,3163,1,1,264.0,110.0,1930,Glen Eira,-37.8864,145.0561,Southern Metropolitan,7822,property sold,house
Carnegie,2/11 Maroona Rd,2,415000.0,hockingstuart,2016-06-18,11.4,3163,1,1,0.0,64.0,1970,Glen Eira,-37.8889,145.048,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,5/60 Woornack Rd,2,650000.0,hockingstuart,2016-06-18,11.4,3163,1,1,174.0,80.0,1975,Glen Eira,-37.8978,145.062,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,1/3 Coorigil Rd,3,1360000.0,Woodards,2016-11-19,11.4,3163,2,2,282.0,182.0,2010,Glen Eira,-37.8953,145.0567,Southern Metropolitan,7822,property sold,house
Carnegie,9/45 Coorigil Rd,2,380000.0,Woodards,2016-11-19,11.4,3163,1,1,0.0,126.0,1950,Glen Eira,-37.8957,145.0599,Southern Metropolitan,7822,property sold prior,"unit, duplex"
Carnegie,2/300 Koornang Rd,2,765000.0,Woodards,2016-11-19,11.4,3163,1,1,134.0,126.0,1965,Glen Eira,-37.8987,145.0557,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,53 Moonya Rd,4,1423000.0,Woodards,2016-11-19,11.4,3163,3,4,838.0,126.0,1950,Glen Eira,-37.8972,145.0617,Southern Metropolitan,7822,property sold,house
Carnegie,27 Morgan St,5,1900000.0,Buxton,2016-11-19,11.4,3163,3,1,564.0,126.0,1930,Glen Eira,-37.8957,145.0487,Southern Metropolitan,7822,property passed in,house
Carnegie,2 Poplar Gr,2,907000.0,Ray,2016-11-19,11.4,3163,1,2,316.0,2.0,1950,Glen Eira,-37.8854,145.0636,Southern Metropolitan,7822,property sold,house
Carnegie,10/12 St Huberts Rd,1,350000.0,hockingstuart,2016-11-19,11.4,3163,1,1,0.0,53.0,1980,Glen Eira,-37.8894,145.0508,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,39 Elimatta Rd,3,1430000.0,Ray,2016-05-22,11.4,3163,2,2,603.0,166.0,1945,Glen Eira,-37.9023,145.0568,Southern Metropolitan,7822,property sold,house
Carnegie,16a Blackwood St,2,983500.0,Thomson,2016-08-22,11.4,3163,1,1,333.0,126.0,1950,Glen Eira,-37.8867,145.0653,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,21 Edgewood St,3,1490000.0,Gary,2016-08-22,11.4,3163,2,1,371.0,167.0,1915,Glen Eira,-37.8871,145.05200000000005,Southern Metropolitan,7822,property sold,house
Carnegie,9/81 Koornang Rd,2,572000.0,Ray,2016-08-22,11.4,3163,2,1,0.0,126.0,2014,Glen Eira,-37.8873,145.0572,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,33b Emily St,3,990000.0,Ray,2016-04-23,11.4,3163,2,2,0.0,126.0,1950,Glen Eira,-37.8927,145.0644,Southern Metropolitan,7822,property sold,house
Carnegie,1/52 Neville St,4,1100000.0,hockingstuart,2016-04-23,11.4,3163,3,2,305.0,126.0,1996,Glen Eira,-37.8978,145.0506,Southern Metropolitan,7822,property sold,townhouse
Carnegie,76 Oakleigh Rd,3,1125000.0,Ray,2016-04-23,11.4,3163,1,1,604.0,120.0,1925,Glen Eira,-37.8993,145.0528,Southern Metropolitan,7822,property passed in,house
Carnegie,2/47 Coorigil Rd,2,601000.0,Noel,2017-02-25,11.4,3163,1,1,132.0,126.0,1970,Glen Eira,-37.8959,145.06,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,68 Leila Rd,4,1410000.0,Ray,2017-02-25,11.4,3163,3,3,650.0,126.0,1950,Glen Eira,-37.9011,145.05100000000004,Southern Metropolitan,7822,property passed in,house
Carnegie,1/15 Rosstown Rd,2,405000.0,Matthew,2017-02-25,11.4,3163,1,1,967.0,72.0,1970,Glen Eira,-37.8843,145.0531,Southern Metropolitan,7822,property passed in,"unit, duplex"
Carnegie,73 Truganini Rd,4,1655000.0,Marshall,2017-02-25,11.4,3163,2,2,595.0,221.0,1915,Glen Eira,-37.8916,145.0543,Southern Metropolitan,7822,property passed in,house
Carnegie,83 Truganini Rd,3,1910000.0,Buxton,2017-02-25,11.4,3163,1,1,720.0,126.0,1950,Glen Eira,-37.8922,145.0544,Southern Metropolitan,7822,property sold,house
Carnegie,3/16 Yendon Rd,3,808000.0,Gary,2017-02-25,11.4,3163,1,1,111.0,116.0,1998,Glen Eira,-37.8889,145.0495,Southern Metropolitan,7822,property sold,townhouse
Carnegie,8 Yendon Rd,3,1252000.0,Woodards,2017-02-25,11.4,3163,1,1,376.0,126.0,1950,Glen Eira,-37.8896,145.0492,Southern Metropolitan,7822,property sold,house
Carnegie,14/82 Coorigil Rd,2,370000.0,Thomson,2016-07-26,11.4,3163,1,1,0.0,68.0,1950,Glen Eira,-37.8959,145.0639,Southern Metropolitan,7822,vendor bid,"unit, duplex"
Carnegie,22 Neville St,4,1880000.0,Private/Tiernan's,2016-07-26,11.4,3163,2,3,932.0,270.0,1970,Glen Eira,-37.8975,145.0478,Southern Metropolitan,7822,property sold,house
Carnegie,86 Neville St,2,896000.0,Woodards,2016-07-26,11.4,3163,1,2,543.0,544.0,1950,Glen Eira,-37.898,145.0528,Southern Metropolitan,7822,property sold,house
Carnegie,48 Blackwood St,5,1802100.0,hockingstuart,2016-06-27,11.4,3163,2,2,366.0,126.0,1950,Glen Eira,-37.8868,145.0625,Southern Metropolitan,7822,property sold,house
Carnegie,5/35 Moonya Rd,2,585000.0,Australian,2016-06-27,11.4,3163,1,1,108.0,67.0,1970,Glen Eira,-37.8973,145.0596,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,5/102 Oakleigh Rd,2,450000.0,Anderson,2016-06-27,11.4,3163,1,1,0.0,72.0,1970,Glen Eira,-37.8999,145.0575,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,2/94 Truganini Rd,2,737000.0,Woodards,2016-06-27,11.4,3163,1,1,165.0,126.0,1990,Glen Eira,-37.8927,145.0539,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,3/64 Woornack Rd,3,860000.0,Buxton,2016-06-27,11.4,3163,1,2,277.0,135.0,1978,Glen Eira,-37.8978,145.0624,Southern Metropolitan,7822,property sold,townhouse
Carnegie,1/58 Coorigil Rd,2,605000.0,Woodards,2016-11-27,11.4,3163,1,1,0.0,70.0,1973,Glen Eira,-37.8956,145.0613,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,14 Margaret St,2,1300000.0,hockingstuart,2016-11-27,11.4,3163,1,1,640.0,126.0,1900,Glen Eira,-37.891,145.0636,Southern Metropolitan,7822,property sold,house
Carnegie,44 Blackwood St,4,1518000.0,hockingstuart,2016-05-28,11.4,3163,3,2,454.0,275.0,2000,Glen Eira,-37.8869,145.0628,Southern Metropolitan,7822,property sold,house
Carnegie,5/33 Gnarwyn Rd,2,632500.0,Buxton,2016-05-28,11.4,3163,1,1,99.0,98.0,1965,Glen Eira,-37.8946,145.0588,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,6/7 Judd St,2,435000.0,Gary,2016-05-28,11.4,3163,1,1,0.0,60.0,1980,Glen Eira,-37.8986,145.0567,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,15/225 Koornang Rd,2,468250.0,Ray,2016-08-28,11.4,3163,1,1,912.0,75.0,2008,Glen Eira,-37.8936,145.056,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,26 Leila Rd,3,1716000.0,Woodards,2016-08-28,11.4,3163,2,1,817.0,130.0,1925,Glen Eira,-37.9007,145.047,Southern Metropolitan,7822,property sold,house
Carnegie,10/8 Anzac St,1,270000.0,hockingstuart,2016-07-30,11.4,3163,1,1,0.0,126.0,1968,Glen Eira,-37.886,145.0659,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,3/9 Maroona Rd,1,365000.0,hockingstuart,2016-07-30,11.4,3163,1,1,0.0,48.0,1960,Glen Eira,-37.8887,145.048,Southern Metropolitan,7822,property sold,"unit, duplex"
Carnegie,3/12 St Huberts Rd,1,340000.0,hockingstuart,2016-07-30,11.4,3163,1,1,0.0,126.0,1950,Glen Eira,-37.8894,145.0508,Southern Metropolitan,7822,property sold,"unit, duplex"
Caulfield,6/5 Freeman St,2,722500.0,Gary,2016-09-03,8.9,3162,1,1,0.0,100.0,1960,Glen Eira,-37.8865,145.0302,Southern Metropolitan,2379,property sold,"unit, duplex"
Caulfield,18 Ash Gr,4,1600000.0,Gary,2016-12-03,8.9,3162,3,2,812.0,126.0,1950,Glen Eira,-37.8864,145.0326,Southern Metropolitan,2379,property sold prior,townhouse
Caulfield,190 Kambrook Rd,5,1665000.0,Gary,2016-12-03,8.9,3162,2,2,593.0,126.0,1950,Glen Eira,-37.8849,145.0341,Southern Metropolitan,2379,property sold,house
Caulfield,2/19 Ash Gr,1,323000.0,hockingstuart,2017-03-04,8.9,3162,1,1,820.0,126.0,1950,Glen Eira,-37.8866,145.0322,Southern Metropolitan,2379,property sold,"unit, duplex"
Caulfield,4/14 Briggs St,2,550000.0,Gary,2017-03-04,8.9,3162,1,1,806.0,78.0,1960,Glen Eira,-37.8852,145.024,Southern Metropolitan,2379,vendor bid,"unit, duplex"
Caulfield,103/677 Glen Huntly Rd,2,638000.0,Gary,2016-11-19,8.9,3162,2,1,0.0,126.0,1950,Glen Eira,-37.8862,145.0175,Southern Metropolitan,2379,property sold prior,"unit, duplex"
Caulfield,30 Pyne St,4,131000.0,Rodney,2017-02-25,8.9,3162,1,2,499.0,155.0,1920,Glen Eira,-37.8864,145.0242,Southern Metropolitan,2379,property passed in,house
Caulfield,3/97 Murray St,3,1090000.0,Gary,2016-07-30,8.9,3162,1,2,275.0,126.0,1950,Glen Eira,-37.885,145.0189,Southern Metropolitan,2379,property sold,house
Caulfield North,14 Arthur St,3,1365000.0,McGrath,2016-09-03,8.1,3161,1,0,513.0,126.0,1950,Glen Eira,-37.8678,145.02700000000004,Southern Metropolitan,6923,property sold,house
Caulfield North,452 Dandenong Rd,3,1750000.0,Marshall,2016-09-03,8.1,3161,2,2,692.0,313.0,1955,Glen Eira,-37.8629,145.019,Southern Metropolitan,6923,property sold,house
Caulfield North,12/378 Dandenong Rd,2,580000.0,Abercromby's,2017-03-04,8.1,3161,1,1,934.0,68.0,2012,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923,property sold prior,"unit, duplex"
Caulfield North,25 Malvern Gr,3,2005000.0,Jellis,2016-05-07,8.1,3161,2,3,361.0,237.0,2014,Glen Eira,-37.8694,145.0296,Southern Metropolitan,6923,property passed in,house
Caulfield North,5/698 Inkerman Rd,2,523000.0,hockingstuart,2016-11-07,8.1,3161,1,1,0.0,126.0,1960,Glen Eira,-37.8694,145.0246,Southern Metropolitan,6923,property sold prior,"unit, duplex"
Caulfield North,9/400 Dandenong Rd,2,420000.0,Gary,2016-09-10,8.1,3161,1,1,0.0,56.0,2012,Glen Eira,-37.861,145.0136,Southern Metropolitan,6923,vendor bid,"unit, duplex"
Caulfield North,8/359 Balaclava Rd,1,290000.0,hockingstuart,2016-12-10,8.1,3161,1,1,952.0,43.0,1970,Glen Eira,-37.8744,145.0371,Southern Metropolitan,6923,vendor bid,"unit, duplex"
Caulfield North,3/374 Dandenong Rd,2,608000.0,Gary,2016-12-10,8.1,3161,1,1,0.0,126.0,1950,Glen Eira,-37.8607,145.0112,Southern Metropolitan,6923,property sold prior,"unit, duplex"
Caulfield North,9/370 Orrong Rd,2,570000.0,hockingstuart,2016-11-12,8.1,3161,1,1,0.0,67.0,1950,Glen Eira,-37.8625,145.0103,Southern Metropolitan,6923,property sold,"unit, duplex"
Caulfield North,7/19 Hawthorn Rd,2,520500.0,Gary,2016-08-13,8.1,3161,1,1,0.0,126.0,1950,Glen Eira,-37.8681,145.0258,Southern Metropolitan,6923,property sold,"unit, duplex"
Caulfield North,11 Arthur St,3,1400000.0,Gary,2016-10-15,8.1,3161,1,0,270.0,139.0,1910,Glen Eira,-37.868,145.0269,Southern Metropolitan,6923,property sold prior,house
Caulfield North,28 Wanda Rd,4,2830000.0,Gary,2016-10-15,8.1,3161,2,2,723.0,126.0,1950,Glen Eira,-37.8672,145.0225,Southern Metropolitan,6923,property sold,house
Caulfield North,13/378 Dandenong Rd,2,722000.0,Castran,2016-09-17,8.1,3161,2,2,0.0,126.0,2011,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923,property sold prior,"unit, duplex"
Caulfield North,15/496 Dandenong Rd,2,450000.0,Gary,2017-03-18,8.1,3161,1,1,1092.0,63.0,2014,Glen Eira,-37.8647,145.0232,Southern Metropolitan,6923,property sold,"unit, duplex"
Caulfield North,7 Cambridge St,3,1870000.0,Marshall,2017-02-25,8.1,3161,2,1,339.0,126.0,1950,Glen Eira,-37.8622,145.0112,Southern Metropolitan,6923,property sold,house
Caulfield North,6/378 Dandenong Rd,2,622000.0,Castran,2017-02-25,8.1,3161,2,1,934.0,126.0,1950,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923,property passed in,"unit, duplex"
Caulfield North,1/13 Narong Rd,2,536000.0,Gary,2017-02-25,8.1,3161,1,1,771.0,82.0,1960,Glen Eira,-37.8686,145.0239,Southern Metropolitan,6923,property sold,"unit, duplex"
Caulfield North,127 Normanby Rd,4,2625000.0,Marshall,2017-02-25,8.1,3161,2,3,836.0,126.0,1910,Glen Eira,-37.8696,145.0323,Southern Metropolitan,6923,property sold,house
Caulfield North,1/355 Alma Rd,2,570000.0,Gary,2016-05-28,8.1,3161,1,2,0.0,126.0,1950,Glen Eira,-37.8652,145.0198,Southern Metropolitan,6923,property sold,"unit, duplex"
Caulfield North,3/388 Dandenong Rd,2,550000.0,Gary,2016-05-28,8.1,3161,1,1,0.0,67.0,2011,Glen Eira,-37.8609,145.0126,Southern Metropolitan,6923,vendor bid,"unit, duplex"
Caulfield North,123 Normanby Rd,4,2170000.0,Gary,2016-08-28,8.1,3161,2,1,810.0,215.0,1915,Glen Eira,-37.8698,145.0325,Southern Metropolitan,6923,property sold,house
Caulfield South,26 Flowers St,3,1577500.0,hockingstuart,2016-09-03,9.3,3162,2,2,357.0,144.0,1935,Glen Eira,-37.8896,145.0307,Southern Metropolitan,5051,property sold,house
Caulfield South,5 Alder St,3,1460000.0,hockingstuart,2016-12-03,9.3,3162,1,2,451.0,121.0,1960,Glen Eira,-37.8874,145.019,Southern Metropolitan,5051,property sold,house
Caulfield South,10/468 Kooyong Rd,1,275500.0,Gary,2016-12-03,9.3,3162,1,1,0.0,44.0,1960,Glen Eira,-37.8961,145.0132,Southern Metropolitan,5051,property passed in,"unit, duplex"
Caulfield South,15 Dover St,2,1065000.0,hockingstuart,2017-03-04,9.3,3162,1,1,273.0,114.0,1930,Glen Eira,-37.895,145.02200000000005,Southern Metropolitan,5051,property sold,house
Caulfield South,9 Filbert St,3,1470000.0,Gary,2016-05-07,9.3,3162,2,2,296.0,126.0,1910,Glen Eira,-37.8906,145.0224,Southern Metropolitan,5051,property sold,house
Caulfield South,1 Rotorua St,2,1012000.0,Gary,2016-05-07,9.3,3162,1,1,0.0,126.0,1950,Glen Eira,-37.9002,145.02700000000004,Southern Metropolitan,5051,property sold,house
Caulfield South,4/21 Gardenvale Rd,3,599000.0,Gary,2016-11-07,9.3,3162,1,1,88.0,100.0,1950,Glen Eira,-37.8997,145.0168,Southern Metropolitan,5051,property sold,"unit, duplex"
Caulfield South,303 Bambra Rd,3,1160500.0,Gary,2016-10-08,9.3,3162,2,1,358.0,126.0,1930,Glen Eira,-37.8965,145.0269,Southern Metropolitan,5051,property sold,house
Caulfield South,11/8 Bealiba Rd,2,650000.0,hockingstuart,2016-10-08,9.3,3162,1,1,100.0,126.0,1950,Glen Eira,-37.8912,145.0289,Southern Metropolitan,5051,vendor bid,"unit, duplex"
Caulfield South,80 Sycamore St,3,1170000.0,Biggin,2016-10-08,9.3,3162,1,1,359.0,120.0,1950,Glen Eira,-37.8898,145.0196,Southern Metropolitan,5051,property sold,house
Caulfield South,5 Filbert St,3,1314000.0,Gary,2016-09-10,9.3,3162,1,2,339.0,126.0,1950,Glen Eira,-37.8906,145.0221,Southern Metropolitan,5051,property sold,house
Caulfield South,1/2 Griffiths St,4,1030000.0,Gary,2016-12-10,9.3,3162,2,2,216.0,165.0,1995,Glen Eira,-37.8887,145.0318,Southern Metropolitan,5051,vendor bid,townhouse
Caulfield South,7A Alfada St,2,1225000.0,Biggin,2016-11-12,9.3,3162,1,2,284.0,99.0,1940,Glen Eira,-37.8958,145.0215,Southern Metropolitan,5051,property sold,house
Caulfield South,22 Sycamore St,3,1450000.0,RT,2016-08-13,9.3,3162,2,1,478.0,120.0,1925,Glen Eira,-37.8893,145.0161,Southern Metropolitan,5051,property sold,house
Caulfield South,8 Lygon St,4,1774500.0,hockingstuart,2016-05-14,9.3,3162,2,2,575.0,256.0,2008,Glen Eira,-37.8993,145.0254,Southern Metropolitan,5051,property sold,house
Caulfield South,1/19 Trevascus St,2,525500.0,Ray,2016-10-15,9.3,3162,1,1,831.0,80.0,1970,Glen Eira,-37.8974,145.0294,Southern Metropolitan,5051,property sold,"unit, duplex"
Caulfield South,28 Ellington St,4,1960000.0,hockingstuart,2016-04-16,9.3,3162,3,4,708.0,126.0,1950,Glen Eira,-37.8923,145.0177,Southern Metropolitan,5051,property passed in,house
Caulfield South,23 Lygon St,2,825000.0,Gary,2016-04-16,9.3,3162,1,1,367.0,85.0,1930,Glen Eira,-37.8995,145.0241,Southern Metropolitan,5051,property sold,house
Caulfield South,136 Sycamore St,2,1262000.0,hockingstuart,2016-04-16,9.3,3162,2,2,464.0,272.0,2016,Glen Eira,-37.8901,145.0224,Southern Metropolitan,5051,property sold,house
Caulfield South,5 Field St,3,1110000.0,hockingstuart,2016-07-16,9.3,3162,2,1,299.0,126.0,1950,Glen Eira,-37.8891,145.0294,Southern Metropolitan,5051,property sold,"unit, duplex"
Caulfield South,48A Jupiter St,4,1410000.0,Gary,2016-11-19,9.3,3162,2,3,342.0,126.0,2005,Glen Eira,-37.8957,145.0196,Southern Metropolitan,5051,property sold,townhouse
Caulfield South,147 Booran Rd,3,1303500.0,hockingstuart,2016-05-22,9.3,3162,1,2,699.0,126.0,1950,Glen Eira,-37.8936,145.0366,Southern Metropolitan,5051,property sold,house
Caulfield South,18b Marara Rd,2,1115000.0,Gary,2016-08-22,9.3,3162,1,1,402.0,126.0,1950,Glen Eira,-37.8967,145.0313,Southern Metropolitan,5051,property sold,house
Caulfield South,89 Clarence St,2,1340000.0,Buxton,2016-09-24,9.3,3162,1,1,505.0,117.0,1940,Glen Eira,-37.8928,145.0149,Southern Metropolitan,5051,property sold,house
Caulfield South,393 North Rd,3,1200000.0,hockingstuart,2017-02-25,9.3,3162,2,2,494.0,135.0,1920,Glen Eira,-37.9027,145.0322,Southern Metropolitan,5051,property sold,house
Caulfield South,5 Sycamore St,3,1570000.0,Matthew,2017-02-25,9.3,3162,1,2,520.0,126.0,1950,Glen Eira,-37.8889,145.0151,Southern Metropolitan,5051,property sold,house
Caulfield South,30 Cedar St,2,1001000.0,Biggin,2016-07-26,9.3,3162,2,1,255.0,85.0,1890,Glen Eira,-37.8887,145.0207,Southern Metropolitan,5051,property sold,house
Caulfield South,42 Poplar St,3,1330000.0,Gary,2016-07-26,9.3,3162,1,1,312.0,123.0,1926,Glen Eira,-37.8893,145.0196,Southern Metropolitan,5051,property sold,house
